PERSON,Count
neil,23087
maria,16443
david,13923
donald trump,10063
melissa,7038
♪ ♪,5407
cheryl,5325
kennedy,5225
hillary clinton,4861
jeff,4592
john,4305
trump,4080
clinton,2954
paul,2813
mike,2647
dagen,2204
lauren,2145
james comey,2052
maria bartiromo,1897
mitch mcconnell,1877
reagan,1794
steve,1730
paul ryan,1699
chuck schumer,1698
michael,1697
obama,1625
putin,1550
charlie,1517
bush,1422
nancy,1416
flynn,1279
kevin,1228
rand paul,1210
john mccain,1200
chris,1162
comey,1161
ronald reagan,1160
steve bannon,1146
tom,1073
bill clinton,1063
roy moore,1058
gregg,1008
kelly,982
hillary,954
kim jong-un,949
jeff sessions,900
eric,894
robert mueller,873
vladimir putin,846
peter,845
trulicity,839
larry,827
jim,822
ashley,809
kevin brady,804
napolitano,783
charlie gasparino,780
michael flynn,773
john kelly,772
steve mnuchin,763
nicole,762
charles,738
joe,721
gary:,716
mcconnell,705
james,702
gary cohn,702
bernie,699
janet yellen,675
jack,666
brian,661
gary,658
adam,642
god,635
matt,632
david asman,624
elizabeth warren,617
warren,602
lee,593
jim comey,588
george w. bush,584
anthony,579
hillary clinton's,579
charles payne,570
mnuchin,552
susan rice,547
sarah,546
john bolton,542
rex tillerson,542
president,541
ben,527
susan collins,519
loretta lynch,516
andrew napolitano,508
tom price,504
kim jong,503
dan,496
jack keane,495
elizabeth,469
mike pence,466
adam shapiro,465
nancy pelosi,464
gerri willis,459
tammy,458
scott,448
angela merkel,446
kellyanne conway,432
marco rubio,405
deets,404
janice dean,403
ken,392
lauren simonetti,391
bob corker,389
jeff bezos,376
johnson,376
mark zuckerberg,368
mccain,364
anoro,356
audi,353
ashley webster,353
brady,350
mick mulvaney,350
sarah huckabee,348
melissa francis,347
irma,344
donald trump's,342
jared kushner,341
kim,337
usaa,334
jessica,331
bob massi,330
jonathan,330
edward jones,327
rick,323
tim,315
doug jones,315
trumps,315
betsy devos,313
jfk,312
schumer,311
blake,308
bernie sanders,306
sam,304
dave,300
tammy bruce,297
dagen mcdowell,291
robert,290
christopher,289
john:,287
chuck,285
colin kaepernick,282
mike flynn,277
lou,275
tom brady,272
steven mnuchin,270
jamie,267
marijuana,267
graham,266
william,262
lee carter,259
scott martin,258
ralph peters,257
bolton,257
nixon,257
carl,256
kevin kelly,255
tim cook,251
karl,250
peter king,250
jim jordan,248
john roberts,248
dr.,247
john deere,246
zicam,242
mike lee,241
joe biden,240
jason,239
jamie dimon,238
andy,234
andrew mccabe,230
crowne plaza,228
john lewis,225
wilbur ross,223
jerry jones,222
martin,222
lindsey graham,220
matt lauer,220
benjamin netanyahu,219
paul manafort,217
ron johnson,214
scalia,214
kevin mccarthy,213
vladmir putin,210
james mattis,208
ben stein,202
james clapper,201
george bush,198
jared max,197
mike murphy,196
john conyers,196
sally,194
james freeman,191
x1,191
sean spicer,188
scott pruitt,188
phil,188
wolf,187
bob mueller,187
donald j. trump,186
♪ neil,186
chairman,186
max,183
♪ ♪ ♪,183
orrin hatch,182
taylor,181
jerry,180
karl rove,180
al,180
williams,179
peter strzok,178
sarah sanders,176
al franken,174
betsy,173
ben carson,173
jordan,172
randy,172
alan,172
judy,167
harry reid,167
rodney,167
donna brazile,165
doug,165
devin,165
lisa murkowski,163
john kennedy,162
bob,161
trish regan,161
gerri,160
david:,159
katie,158
monica,157
tony shaffer,157
jimmy carter,156
george washington,156
robert mueller's,156
al gore,155
steve forbes,154
mollie,154
kristin,152
tillerson,152
mike baker,152
taltz,150
don,150
steve scalise,148
lendingtree,148
neil gorsuch,148
maria:,148
bannon,147
mitt romney,147
roger goodell,147
tracee carrasco,146
peter kiernan,146
howard kurtz,145
jpmorgan,145
lawrence jones,144
bashar al-assad,142
lebron james,141
parker,141
joe manchin,140
elizabeth macdonald,140
john podesta,139
whoooo,139
lisa,139
hahaha,139
chuck grassley,139
dan henninger,138
jon hilsenrath,138
nikki haley,137
zuckerberg,137
sandra,137
kohl,137
ron desantis,136
rubio,135
john kerry,135
andy puzder,134
badda boom,134
lea,134
xeljanz xr,134
james comey's,133
steve moore,133
ralph,132
maduro,130
peter morici,130
patrick,129
evan,129
stephen mnuchin,128
elon musk,128
john brennan,128
kellyanne,127
paul ryan's,126
madison,126
chris christie,125
januvia,125
jerry brown,125
andrew,125
danny... ...,123
austin,123
anne,122
castro,120
jr,120
jerome powell,118
ron,118
pope francis,118
stuart varney,118
mueller,117
thomas,117
mulvaney,116
thinkorswim,116
gregg jarrett,116
robert wolf,115
xi,115
scott brown,114
nick,114
kalanick,114
giulia ♪,114
tom perez,114
donald trump jr.,113
macron,113
jonathan hoenig,113
bill de blasio,113
xi jinping,113
bill,112
george h.w.,112
lea gabrielle,112
dana,112
martin luther,111
eric holder,111
greg abbott,111
mark,111
jamie colby,111
phil flynn,110
gary cohen,110
richard nixon,110
michael goodwin,110
u.n,110
blake berman,110
ken paxton,109
ann coulter,109
brian brenberg,109
martha,109
ross,109
justin trudeau,109
george soros,107
barry,107
ed,107
ed gillespie,106
juan williams,106
jim mattis,106
graham-cassidy,105
netanyahu,105
chris collins,105
john layfield,104
howard,104
rod rosenstein,104
juan,103
secretary,102
gordon chang,101
abbott,101
martin shkreli,101
randy evans,101
stevens,100
blake burman,100
emmanuel macron,100
alex,100
price,100
speaker,100
joe arpaio,100
marc siegel,98
adam klotz,98
jimmy kimmel,97
catherine herridge,97
rick scott,97
wendy,96
allen west,95
peter barnes,95
♪ maria,95
relieve heartburn,94
♪chevrolet,94
heartburn,94
richard,94
mark meadows,93
adam johnson,93
lou dobbs,93
jesus,92
bill cassidy,91
deirdre bolton,91
ron paul,91
tucker carlson,90
angela,89
john stossel,89
abraham lincoln,89
brilinta,88
jr.,87
maria.,87
brian kilmeade,87
elizabeth mcdonald,87
tom cotton,86
alan dershowitz,86
mccarthy,85
aaron,85
brian ross,85
jim acosta,85
ronald reagan's,85
nigel farage,84
mark warner,84
kathy griffin,84
jeb bush,83
sebastian gorka,83
alan greenspan,83
cialis,83
michelle malkin,83
watson,83
kerry,82
carson,82
varney,82
rick perry,82
sessions,82
simpson,82
kaepernick,81
nelson,81
diane,81
elaine chao,80
kushner,80
rudy giuliani,80
chris farrell,80
arthur,80
michael moore,79
jon ossoff,79
john kasich,79
john.,79
keith,79
linda,78
chris stirewalt,77
mac,77
@loudobbs,77
erdogan,77
george,76
john boehner,76
thomas jefferson,76
dean heller,76
david nelson,75
jennifer,75
brexit,75
louie gohmert,75
betsy mccoy,75
james rosen,75
robert lee,75
meryl streep,74
marilou danley,74
peters,74
andrew cuomo,74
donna,74
roy moore's,73
claire mccaskill,73
steve hilton,72
ms-13,72
davis,72
mar-a-lago,72
craig,72
uncle sam,71
♪ lauren,71
robert jeffress,71
connell,71
tim scott,70
harry,70
macarthur,70
antonin scalia,70
liz,70
schwab,69
jocelyn,69
sarah palin,69
brush head,69
mark cuban,69
harvey weinstein,69
emphysema,69
michelle obama,69
john f. kennedy,69
gary kaltbaum,69
hepatitis c. it's,68
marco polo,68
tony,68
keane,68
paul krugman,68
lamar alexander,68
trish,67
citi,67
abby,67
merrick garland,67
luke,66
eric bolling,66
powell,66
huma abedin,65
margaret thatcher,65
alphabet,65
bret baier,65
moon,64
jay powell,64
dean,64
thomas mcinerney,64
bill o'reilly,63
john taylor,63
theresa,63
chavez,63
u.n.,63
julie,63
doug schoen,63
gorka,63
siegel,63
dana loesch,63
kim jong-un's,62
webster,62
jackie,62
ben shapiro,62
johnny depp,62
jeanette,61
murphy,61
robert e. lee,61
don; jr.,61
pete hegseth,60
karen handel,60
brad blakeman,60
mollie hemingway,60
harvey,60
john flannery,60
osama bin laden,60
michael jordan,60
charles schumer,60
murkowski,60
heidi heitkamp,60
cory booker,60
adam housley,60
peter.,60
nick adams,59
carter,59
hang seng,59
linda mcmahon,59
zuhdi jasser,59
jim comey's,58
rosie o'donnell,58
donald,58
scott walker,58
tony sayegh,58
calorie labels,58
chris wallace,58
abe,57
de blasio,57
gary b.,57
jeffrey,57
andy biggs,57
spicer,57
hep c. wondering,57
michelle,56
twitter,56
bloomberg,56
attorney,56
katrina pierson,56
boyington,56
dan coats,56
barbara,55
mitch mcconnell's,55
john cornyn,55
ralph northam,55
jack hough,55
mahmoud abbas,55
evan spiegel,54
ralph lauren,54
jonas,54
buck sexton,54
ford,54
rachel,54
john thune,54
jessica tarlov,54
patty murray,54
christopher steele,54
eric trump,54
karen,53
david stockman,53
charles:,53
mark sanford,53
oprah winfrey,53
haley,52
larry kudlow,52
john lonski,52
jose,52
pence,52
andrew jackson,52
lizzie,52
george papadopoulos,52
jack welch,51
harry truman,51
sarah huckabee sanders,51
ben bernanke,51
tesla,50
lisa page,50
david webb,50
richard branson,50
♪ expedia,50
blumenthal,50
teddy,50
tucker,50
